id,city,province,country,zipCode,type,hasAirCondition,hasGarden,hasPool,isCloseToBeach,dailyPrice,currency,roomsNumber
dlmoy,city0,province23,Egypt,LUsEX,Villa,false,true,false,false,76.79,$,0
UmaIK,city19,province66,UK,y4kT6,Single Floor,true,true,true,false,42.23,$,3
7i7Qu,city60,province64,France,9fP8z,bungalow,false,false,true,true,34.68,$,2
X6R9h,city69,province95,Thailand,70OU2,bungalow,false,false,true,true,59.44,$,3
sADux,city44,province13,Russia,chJbl,Deluxe,false,false,false,true,49.28,$,2
3CqGd,city82,province82,China,ZwLx6,Villa,false,true,true,true,75.35,$,3
VnIee,city63,province69,South Africa,itxxn,Single Floor,false,false,true,true,2.68,$,2
vuhai,city76,province88,country,2ZP52,bungalow,true,false,true,true,93.18,$,3
9rgTC,city32,province82,India,wR0IB,bungalow,true,false,false,false,6.7,$,0
UF9f4,city3,province51,Egypt,ggOyb,Deluxe,false,false,false,false,1.79,$,2
8iaK5,city36,province84,UK,fBLjR,Villa,false,false,true,true,48.65,$,2
ejxmS,city61,province35,France,sbfCE,Single Floor,true,true,false,true,56.81,$,0
qW2LP,city67,province43,Thailand,pNlqX,bungalow,true,true,true,false,3.85,$,0
GuSSm,city77,province34,Russia,2Rzfp,bungalow,true,true,true,false,88.66,$,1
Hm7sr,city65,province18,China,Uxrfz,Deluxe,false,false,true,true,94.12,$,0
LH33s,city5,province76,South Africa,GTLrM,Villa,false,false,true,true,93.95,$,1
JIK7t,city16,province37,country,6ZbIv,Single Floor,true,true,false,false,80.26,$,2
140cT,city58,province5,India,hHHth,bungalow,false,false,false,false,31.07,$,3
sr5HI,city55,province12,Egypt,moWcG,bungalow,true,false,false,true,11.84,$,1
s2T8E,city18,province78,UK,N7RA7,Deluxe,true,true,false,false,57.93,$,0
4ZQhP,city88,province44,France,ByqM5,Villa,true,false,false,false,76.59,$,1
ayWQ7,city2,province78,Thailand,Vpxl8,Single Floor,true,false,true,true,79.71,$,1
cxiOu,city97,province31,Russia,xBpQU,bungalow,false,false,false,false,47.58,$,0
QS0Zj,city76,province18,China,Y2jd0,bungalow,false,true,true,false,65.74,$,3
nYxcj,city95,province39,South Africa,CzwRw,Deluxe,false,true,true,true,95.18,$,2
7Lc4t,city4,province35,country,HoYBB,Villa,true,false,true,true,98.39,$,1
clz75,city57,province98,India,A7Hgj,Single Floor,false,true,false,false,11.08,$,2
RyYrI,city98,province13,Egypt,lR9g7,bungalow,true,true,true,false,36.95,$,1
moWa0,city83,province84,UK,31FvZ,bungalow,false,true,false,false,98.96,$,0
B3eLp,city93,province21,France,c2JNJ,Deluxe,true,true,false,true,39.36,$,1
u5nEf,city28,province75,Thailand,SOja4,Villa,false,true,false,true,39.81,$,2
xCfC8,city75,province92,Russia,NOO3P,Single Floor,false,false,true,true,85.17,$,0
SWgV7,city91,province11,China,I25B0,bungalow,false,false,false,false,43.96,$,1
6IMsh,city39,province96,South Africa,Rr2wq,bungalow,true,false,true,false,49.19,$,1
dmgjj,city57,province63,country,F1lyU,Deluxe,false,false,true,false,54.71,$,1
Mz283,city1,province82,India,fDzLu,Villa,false,true,false,true,11.48,$,0
bp6WT,city21,province35,Egypt,2GDNq,Single Floor,true,false,true,false,74.93,$,2
IfHrD,city18,province74,UK,f3nc4,bungalow,false,true,false,true,28.66,$,3
aM9vi,city7,province32,France,3p1Y7,bungalow,true,false,true,true,48.24,$,2
KbhR9,city94,province89,Thailand,doaQ0,Deluxe,false,true,false,true,43.5,$,1
ds9er,city80,province61,Russia,mnzIk,Villa,false,false,true,true,48.93,$,1
zTiBA,city48,province72,China,yN16L,Single Floor,true,false,false,false,28.53,$,2
fkVp8,city57,province67,South Africa,2NUZW,bungalow,true,true,true,false,90.28,$,3
sawgh,city19,province58,country,l9K5v,bungalow,false,false,false,false,94.57,$,1
tSerM,city1,province82,India,AEb2R,Deluxe,true,false,true,false,90.34,$,1
xhVUz,city40,province71,Egypt,fbLkk,Villa,false,true,false,false,63.14,$,2
yotSd,city8,province93,UK,NdZcD,Single Floor,false,true,false,true,72.28,$,3
Yghbz,city93,province59,France,Ftju2,bungalow,true,false,false,false,99.62,$,0
qezaK,city85,province13,Thailand,T0mvn,bungalow,true,false,false,true,80.79,$,1
3JU8X,city19,province88,Russia,k7Sl0,Deluxe,true,true,false,false,6.92,$,3
Il7Ru,city23,province40,China,6CZld,Villa,true,true,false,true,68.61,$,1
GIpbp,city58,province57,South Africa,jwoBK,Single Floor,false,true,true,true,45.22,$,0
hzd7w,city95,province78,country,vpUrX,bungalow,true,true,false,false,91.38,$,0
1UvkV,city8,province5,India,GsWmI,bungalow,false,false,false,true,25.69,$,0
AGU93,city6,province27,Egypt,O6m28,Deluxe,false,false,false,true,6.88,$,1
OQBt5,city69,province21,UK,REC8f,Villa,false,true,false,false,19.27,$,1
sBwsd,city21,province40,France,BUKqE,Single Floor,true,true,true,true,22.31,$,3
GQOt1,city55,province87,Thailand,VJqhj,bungalow,false,false,true,false,5.84,$,2
LWMPM,city16,province7,Russia,WwZ5C,bungalow,true,true,true,false,56.66,$,1
wPKf9,city98,province37,China,bIfWV,Deluxe,true,true,false,false,91.31,$,2
MITv3,city65,province48,South Africa,nCodO,Villa,true,true,false,true,7.91,$,1
cCJ7J,city6,province13,country,mqFHP,Single Floor,false,true,true,false,27.89,$,1
tTDHK,city12,province80,India,xtqq6,bungalow,true,false,false,true,63.7,$,1
D7NzG,city11,province12,Egypt,RpSJN,bungalow,false,false,true,true,18.35,$,0
qBfFC,city41,province16,UK,sJW7b,Deluxe,false,false,true,true,15.01,$,2
DYI8g,city56,province71,France,JpMfD,Villa,true,false,false,true,86.0,$,2
GoxVB,city73,province8,Thailand,6NViK,Single Floor,true,false,true,true,41.6,$,0
EJbTk,city13,province48,Russia,2GR4r,bungalow,true,false,false,true,87.7,$,1
huMvV,city64,province21,China,pG2hr,bungalow,false,false,true,false,31.78,$,0
VWULP,city74,province65,South Africa,igsUP,Deluxe,true,false,false,false,57.78,$,2
nmCXS,city98,province69,country,Zq0kh,Villa,true,true,false,true,45.31,$,3
l5rv5,city88,province51,India,h5coe,Single Floor,true,false,false,true,31.57,$,1
flHUB,city77,province65,Egypt,vzAAv,bungalow,true,false,true,true,43.39,$,1
mZHrp,city36,province26,UK,IzHaK,bungalow,false,false,true,false,55.69,$,1
hlu5D,city57,province7,France,rWOVM,Deluxe,true,false,false,false,73.15,$,2
vkhsY,city8,province42,Thailand,QwMS1,Villa,true,true,true,true,14.65,$,2
vKeL1,city21,province26,Russia,yBzhj,Single Floor,true,false,true,true,84.64,$,1
r3sUk,city7,province48,China,uZdPr,bungalow,true,true,true,false,48.25,$,3
Oq9ku,city16,province86,South Africa,4IExX,bungalow,false,false,false,false,3.11,$,3
nDGec,city15,province22,country,UDIuV,Deluxe,false,true,true,false,33.74,$,0
sEuRX,city57,province18,India,3tlIf,Villa,true,true,true,false,69.3,$,0
iLsFC,city19,province48,Egypt,c3KcT,Single Floor,true,true,false,true,79.73,$,2
e9qAn,city34,province44,UK,YcyOg,bungalow,true,false,true,true,62.6,$,3
GBl8n,city31,province89,France,wSH0W,bungalow,false,true,false,false,17.06,$,1
UjdbQ,city9,province21,Thailand,kdv1R,Deluxe,false,true,true,false,25.23,$,1
HJIfa,city48,province61,Russia,sbsBF,Villa,false,false,true,true,74.48,$,3
sySnE,city41,province94,China,8DseI,Single Floor,true,false,true,true,50.81,$,3
m4n4j,city6,province89,South Africa,ycidp,bungalow,false,false,true,false,50.6,$,1
HBOZW,city21,province60,country,J9yC6,bungalow,true,false,true,true,26.4,$,1
mbTGp,city27,province69,India,Tdl2u,Deluxe,true,true,true,false,20.08,$,1
RF9bJ,city84,province12,Egypt,Vbe3y,Villa,true,false,false,true,92.76,$,0
wzbyV,city58,province97,UK,gxZF0,Single Floor,true,true,true,true,33.74,$,3
GoklZ,city10,province84,France,R2PYQ,bungalow,true,true,true,true,52.26,$,2
ETJQN,city38,province6,Thailand,BB2Fg,bungalow,true,true,false,false,41.34,$,3
lGEBa,city57,province89,Russia,lQ3Vt,Deluxe,true,true,true,true,62.26,$,3
00O9N,city96,province42,China,wszmU,Villa,false,true,true,false,8.9,$,0
jyKjw,city42,province39,South Africa,GT0R1,Single Floor,false,false,true,false,24.31,$,1
gibCd,city26,province7,country,2HmLt,bungalow,false,false,true,true,18.28,$,0
GkokE,city90,province71,India,TgJWh,bungalow,true,false,true,true,95.75,$,1
GpZ3h,city15,province70,Egypt,gxsDp,Deluxe,true,false,false,true,67.24,$,1
8W33R,city13,province83,UK,ITt24,Villa,true,false,true,true,55.24,$,0
7zSfi,city83,province35,France,1GHBv,Single Floor,true,true,true,false,52.3,$,3
Cmyvp,city60,province2,Thailand,zdubC,bungalow,true,false,false,false,54.45,$,3
yMXmv,city4,province19,Russia,i4RED,bungalow,true,false,false,false,90.71,$,1
nFQCK,city21,province84,China,56Q2d,Deluxe,true,true,true,true,90.6,$,3
uST4R,city47,province85,South Africa,arqiQ,Villa,false,false,true,true,37.11,$,3
FMmfl,city65,province27,country,tHWKS,Single Floor,true,false,true,false,22.66,$,0
iLsy2,city4,province91,India,I9trN,bungalow,false,true,true,false,99.92,$,2
ZRN5M,city51,province68,Egypt,k4Ejb,bungalow,true,false,false,false,53.05,$,2
BMZxV,city70,province0,UK,lCuSc,Deluxe,false,false,false,true,60.01,$,0
YYSXF,city85,province50,France,orzH2,Villa,true,false,false,false,44.77,$,2
RuJGV,city76,province3,Thailand,XOBmV,Single Floor,false,true,false,false,76.26,$,0
zZWt2,city34,province29,Russia,8mj1H,bungalow,false,false,false,true,99.56,$,1
qtgyW,city8,province95,China,UFWzQ,bungalow,false,false,false,true,14.01,$,2
3jbV6,city26,province36,South Africa,nY07O,Deluxe,true,true,false,true,62.85,$,3
O3e3X,city39,province50,country,sFZdt,Villa,true,false,true,false,69.68,$,0
zr4ip,city30,province56,India,BguEM,Single Floor,true,true,false,false,37.88,$,2
Krg1e,city67,province8,Egypt,1YUA5,bungalow,false,true,false,true,85.41,$,2
mYBfA,city33,province67,UK,0OC2d,bungalow,false,true,false,false,75.09,$,0
RtML2,city88,province28,France,x5t2D,Deluxe,true,false,true,true,81.2,$,0
cKN63,city67,province38,Thailand,nVFAG,Villa,true,false,false,true,96.71,$,0
zS8zK,city71,province56,Russia,G93iD,Single Floor,true,true,true,true,42.13,$,3
Jk0u2,city88,province48,China,BHE3Q,bungalow,true,false,false,false,69.26,$,0
5Wi7s,city92,province61,South Africa,Gw9sK,bungalow,true,false,true,true,79.68,$,3
TDS3i,city82,province37,country,v0m7E,Deluxe,false,true,false,true,10.44,$,3
z1YCD,city71,province25,India,IgZNB,Villa,false,true,true,false,57.5,$,1
kahh8,city49,province41,Egypt,Yce0I,Single Floor,false,false,true,true,14.46,$,1
ceZeH,city23,province11,UK,xC2bC,bungalow,true,true,false,false,19.58,$,1
CzTJi,city4,province51,France,1YpnS,bungalow,true,true,false,true,29.62,$,0
yUWtr,city27,province52,Thailand,gOQUE,Deluxe,false,true,true,false,86.57,$,1
hP3j4,city76,province47,Russia,uFoIZ,Villa,true,false,false,true,10.93,$,1
pZWW4,city86,province94,China,MjYZv,Single Floor,true,true,false,true,30.87,$,1
QpuOg,city60,province86,South Africa,jHRZu,bungalow,false,true,false,true,51.74,$,3
ttMcK,city74,province10,country,nR8jh,bungalow,false,false,false,false,68.66,$,0
l9waz,city60,province89,India,oOfHr,Deluxe,false,false,false,false,87.22,$,2
XI7pQ,city10,province43,Egypt,Wd3xV,Villa,true,true,true,true,51.84,$,1
w5Qzr,city97,province69,UK,D5Xcc,Single Floor,true,false,true,true,37.47,$,2
tCDvQ,city36,province75,France,RH5rR,bungalow,true,false,true,false,62.86,$,3
wEKSO,city31,province61,Thailand,pJ5y0,bungalow,false,false,true,true,3.77,$,0
uU1Fk,city79,province92,Russia,P74Ly,Deluxe,true,true,false,false,33.09,$,3
GnGOx,city12,province69,China,OcUrp,Villa,false,false,true,false,25.98,$,0
ZCfxZ,city88,province9,South Africa,9ebg5,Single Floor,true,false,false,true,61.66,$,2
0KYhm,city88,province4,country,bMUie,bungalow,false,false,false,true,23.54,$,3
GTjYY,city68,province18,India,qOgfF,bungalow,true,true,true,false,8.51,$,3
JLGAH,city0,province48,Egypt,LZUkD,Deluxe,true,true,false,true,34.21,$,2
ZSFGZ,city40,province15,UK,1UcZS,Villa,true,false,false,false,52.42,$,1
DHfBW,city35,province60,France,qIbfv,Single Floor,false,true,true,true,66.86,$,0
ITkq0,city95,province87,Thailand,OLhCT,bungalow,false,false,true,true,71.12,$,2
OAHXE,city55,province48,Russia,Xvws0,bungalow,false,true,false,true,50.01,$,1
uIztL,city6,province31,China,qclcm,Deluxe,false,true,true,false,64.03,$,3
H0hgz,city13,province88,South Africa,qyIZH,Villa,true,false,true,false,95.88,$,2
M7R4l,city97,province65,country,E61zQ,Single Floor,true,false,true,true,14.98,$,3
93NJF,city12,province33,India,9TnxS,bungalow,true,false,true,true,43.35,$,1
WDRvT,city37,province44,Egypt,yS7DA,bungalow,true,true,false,true,5.86,$,2
0IyO6,city22,province5,UK,zpHva,Deluxe,true,true,false,true,12.55,$,0
fvAb7,city89,province70,France,HNGYb,Villa,false,true,true,false,75.55,$,0
1Qczy,city10,province59,Thailand,HxhFM,Single Floor,false,false,false,false,95.19,$,1
XCZzc,city86,province44,Russia,At4xB,bungalow,false,true,true,true,62.51,$,2
jBX1c,city39,province56,China,22Egu,bungalow,false,true,true,false,86.26,$,2
6BmiS,city48,province78,South Africa,bR6tO,Deluxe,true,true,false,true,79.86,$,0
Rxv72,city72,province75,country,pP3lU,Villa,true,true,false,true,6.22,$,0
eVmHd,city12,province85,India,VFbC0,Single Floor,false,true,false,true,88.69,$,3
psTjE,city74,province16,Egypt,odrfb,bungalow,false,false,true,true,5.94,$,2
xEepr,city51,province12,UK,nXQEI,bungalow,true,false,true,false,74.95,$,2
hQ6Ow,city97,province50,France,kj3wn,Deluxe,false,true,false,true,9.55,$,1
8rek9,city73,province49,Thailand,33HT2,Villa,false,true,false,true,66.35,$,2
97IWS,city89,province36,Russia,UB2F3,Single Floor,true,true,true,true,26.81,$,2
AZCEN,city21,province80,China,RM8ZN,bungalow,false,false,false,true,50.75,$,1
LeX3A,city66,province55,South Africa,fNvGJ,bungalow,true,true,false,true,89.98,$,3
VaMk9,city75,province59,country,ZoIdZ,Deluxe,false,false,false,false,56.43,$,0
3h13a,city53,province59,India,RKmLz,Villa,true,true,true,false,21.94,$,3
Bxcek,city67,province26,Egypt,64UGR,Single Floor,false,false,true,false,85.67,$,0
d06Nv,city21,province58,UK,58ZRc,bungalow,false,true,true,false,59.96,$,3
mcav7,city57,province27,France,r4bxq,bungalow,true,true,false,false,41.47,$,1
hfM29,city82,province7,Thailand,6eFd0,Deluxe,false,true,true,false,68.91,$,2
9SD1m,city78,province2,Russia,zKuhy,Villa,false,true,false,true,84.61,$,1
96qy4,city48,province98,China,uB5r1,Single Floor,true,true,true,true,66.42,$,0
VxYhS,city79,province27,South Africa,ru0is,bungalow,true,false,false,false,6.07,$,1
kC0yi,city12,province15,country,xd9M3,bungalow,true,true,true,true,86.41,$,0
zFbG3,city44,province47,India,EJYEa,Deluxe,false,true,false,true,28.48,$,2
KZ8OZ,city44,province24,Egypt,vaDfh,Villa,true,false,true,false,97.21,$,1
ueHDx,city5,province81,UK,iF6CB,Single Floor,false,true,true,true,9.52,$,0
v3AJ8,city55,province81,France,x2uHe,bungalow,false,true,false,false,65.1,$,3
Ekmrl,city28,province22,Thailand,ZKoVf,bungalow,true,false,false,true,27.04,$,0
0JnPn,city56,province22,Russia,Detwt,Deluxe,true,false,true,true,18.62,$,3
f73IB,city69,province34,China,VUr4m,Villa,false,true,true,false,39.44,$,3
uiGeV,city36,province40,South Africa,4oQME,Single Floor,true,true,false,false,11.76,$,3
pYfB6,city73,province23,country,eUpqp,bungalow,true,false,false,false,47.3,$,2
uz9rG,city28,province74,India,cr4GJ,bungalow,true,true,false,false,40.02,$,0
QAkRn,city11,province44,Egypt,g3OTU,Deluxe,false,false,true,true,95.96,$,2
GKbMX,city98,province69,UK,0iD36,Villa,false,false,false,true,91.68,$,0
Dahyo,city86,province27,France,duUWq,Single Floor,true,false,true,false,45.05,$,1
Akdom,city59,province32,Thailand,R2coD,bungalow,true,true,true,true,58.59,$,0
AWaY1,city30,province1,Russia,Qk9YG,bungalow,false,false,false,false,90.49,$,3
y1FlP,city77,province46,China,IgGlT,Deluxe,true,true,true,false,26.96,$,0
0YDSf,city41,province61,South Africa,zUYpO,Villa,false,true,false,true,44.34,$,0
lMQOb,city19,province76,country,q7Eln,Single Floor,false,false,false,false,58.37,$,0
muvmp,city71,province36,India,fQCoF,bungalow,false,false,true,false,78.99,$,1
guWoJ,city96,province33,Egypt,zSOyA,bungalow,false,true,false,false,0.51,$,0
ZIlEq,city91,province72,UK,DDR5q,Deluxe,false,true,false,false,10.85,$,3
Dj8gj,city30,province69,France,R91Qn,Villa,false,false,false,false,5.77,$,2
wW6US,city18,province35,Thailand,5dE0R,Single Floor,true,true,false,true,13.04,$,2
cXZFu,city30,province47,Russia,ZWhZa,bungalow,false,true,true,true,57.19,$,0
U7qdY,city63,province38,China,g3gIn,bungalow,true,true,true,false,38.54,$,3
R7DAk,city10,province54,South Africa,8drk8,Deluxe,true,true,false,false,11.05,$,1
BPLfd,city57,province0,country,CZ1As,Villa,false,true,true,true,37.7,$,3
Dmano,city29,province63,India,ZzDew,Single Floor,false,false,false,false,63.19,$,2
lYJNa,city2,province75,Egypt,WQthq,bungalow,false,true,true,false,90.8,$,0
7cQKX,city12,province33,UK,Gwq95,bungalow,true,false,true,true,84.14,$,1
pQe5K,city70,province20,France,ogCMr,Deluxe,true,true,true,false,98.37,$,1
tTSfn,city9,province42,Thailand,cDAH1,Villa,false,false,true,true,28.97,$,3
OBDJ1,city87,province77,Russia,6AZbN,Single Floor,true,true,false,true,99.19,$,1
O0fKH,city12,province51,China,zzS3K,bungalow,true,true,false,true,57.77,$,3
bjBjR,city26,province61,South Africa,FspfZ,bungalow,true,false,false,false,21.83,$,0
wtTJa,city89,province32,country,Oikew,Deluxe,true,false,false,false,62.65,$,1
fBRv2,city38,province85,India,sUwiS,Villa,false,false,true,false,52.79,$,3
eDRzj,city72,province47,Egypt,KKxrd,Single Floor,false,false,false,false,43.54,$,2
ImIns,city41,province77,UK,RhElU,bungalow,false,true,false,false,92.9,$,2
IsBaU,city82,province90,France,fP3TG,bungalow,true,true,false,true,63.22,$,0
0TEjE,city46,province66,Thailand,F1Ajy,Deluxe,true,true,true,false,5.56,$,3
iEJLs,city82,province3,Russia,KsJ8K,Villa,false,false,false,false,22.05,$,3
vbFaO,city89,province58,China,Y5e7G,Single Floor,false,true,true,false,68.35,$,0
ZDJQN,city70,province95,South Africa,XHXaJ,bungalow,false,false,true,false,93.39,$,0
Nb4ZD,city45,province63,country,OrC2J,bungalow,false,false,false,true,68.34,$,0
7PndW,city41,province23,India,cxdYU,Deluxe,false,true,false,false,99.72,$,2
IcbnR,city49,province2,Egypt,XtJDE,Villa,false,true,false,true,15.23,$,3
YbrkJ,city37,province97,UK,DjhBK,Single Floor,true,false,true,true,70.64,$,2
yuLXq,city54,province61,France,PrkYj,bungalow,true,false,true,true,34.63,$,0
jmk7k,city57,province67,Thailand,xmiAG,bungalow,false,false,false,false,27.8,$,3
IpBxe,city14,province97,Russia,hWyxh,Deluxe,true,true,false,true,70.08,$,0
dZijQ,city95,province14,China,KeiiV,Villa,true,false,false,true,54.25,$,3
nOmaG,city46,province28,South Africa,9U6ZF,Single Floor,true,false,true,true,51.14,$,0
DdwJL,city16,province17,country,7gOas,bungalow,false,true,true,true,16.92,$,3
T3W1K,city46,province69,India,t9Md6,bungalow,true,true,true,false,28.87,$,2
aTbx4,city48,province6,Egypt,iQQi1,Deluxe,true,true,true,false,81.41,$,1
ZnIxb,city20,province94,UK,gAiZT,Villa,true,false,false,true,84.26,$,0
dFWeZ,city29,province26,France,b6yxE,Single Floor,false,false,true,false,69.53,$,3
3uAMK,city72,province57,Thailand,cGgd0,bungalow,true,false,true,false,60.95,$,1
xHxuY,city86,province85,Russia,6EMhn,bungalow,true,false,true,true,55.5,$,2
JxlAe,city7,province4,China,RuZNV,Deluxe,false,false,false,true,42.66,$,2
gJSx4,city44,province35,South Africa,XlMjl,Villa,false,true,true,false,26.96,$,1
nKAtP,city29,province32,country,WhRjd,Single Floor,true,true,true,true,12.36,$,3
VRIlY,city5,province86,India,Yygxo,bungalow,false,false,false,false,24.86,$,0
cWY1t,city91,province21,Egypt,XhEio,bungalow,true,true,true,false,96.52,$,1
D9AHy,city94,province57,UK,Es9aX,Deluxe,true,false,false,false,4.23,$,2
74siT,city69,province67,France,GKfsL,Villa,true,false,true,false,18.64,$,0
R0VLH,city78,province95,Thailand,W96vV,Single Floor,false,false,false,true,15.67,$,2
sC697,city12,province68,Russia,1cFHj,bungalow,false,false,true,true,27.41,$,2
nkFFs,city65,province59,China,mziT3,bungalow,false,true,true,true,89.32,$,2
uFwSf,city70,province21,South Africa,BVhdw,Deluxe,true,true,false,false,81.64,$,1
7Ib84,city73,province72,country,9fclh,Villa,true,false,true,false,23.12,$,1
DmC2t,city87,province9,India,eFFlp,Single Floor,false,false,false,true,57.49,$,2
R4ij5,city1,province83,Egypt,wh5Vs,bungalow,false,false,true,false,71.08,$,2
8mzZn,city71,province7,UK,CnfKV,bungalow,true,false,false,true,0.74,$,2
aBRk5,city91,province48,France,FHqg7,Deluxe,false,true,false,true,92.69,$,2
9ayhZ,city65,province56,Thailand,nSuKm,Villa,true,false,true,true,35.7,$,3
6syy8,city20,province83,Russia,0XcfX,Single Floor,true,false,false,false,47.96,$,1
DFBxj,city45,province88,China,kMeXJ,bungalow,true,false,false,true,61.41,$,1
KTCur,city51,province47,South Africa,h8zFt,bungalow,true,true,true,false,77.81,$,3
6rlEo,city93,province77,country,edBSI,Deluxe,true,true,false,true,13.4,$,3
tWWPf,city60,province94,India,l03cA,Villa,true,true,true,false,54.55,$,0
z8olJ,city62,province16,Egypt,LeP1a,Single Floor,true,false,true,true,23.58,$,1
JSSB8,city47,province48,UK,LLXk2,bungalow,false,false,false,true,78.97,$,0
4Q3ur,city77,province84,France,lqh23,bungalow,false,false,true,false,69.71,$,2
iBfgs,city56,province40,Thailand,sHkpT,Deluxe,true,true,false,false,32.75,$,2
i8Go7,city51,province55,Russia,fzzh3,Villa,false,false,false,false,71.4,$,3
qneqd,city0,province97,China,XjmcR,Single Floor,false,true,false,true,8.88,$,2
cGGaV,city75,province53,South Africa,ozD2f,bungalow,false,true,false,false,60.92,$,0
VgQ1h,city11,province10,country,EytiY,bungalow,true,true,false,true,5.94,$,0
XVwPt,city84,province17,India,j6O67,Deluxe,false,true,false,false,63.73,$,2
vdZJy,city20,province83,Egypt,VB2Qy,Villa,true,false,false,true,90.27,$,1
Ajcns,city8,province25,UK,znlGN,Single Floor,true,false,true,false,70.23,$,0
ag0D1,city10,province35,France,9l9ip,bungalow,true,false,true,false,85.47,$,1
9DPxp,city68,province68,Thailand,6kVgx,bungalow,true,false,true,true,91.57,$,0
y5037,city10,province82,Russia,ilD36,Deluxe,true,true,true,false,50.18,$,0
5xrUr,city2,province79,China,MQjg2,Villa,false,false,false,false,39.18,$,3
fTumG,city3,province36,South Africa,DymLt,Single Floor,false,false,false,true,28.86,$,1
bUXye,city87,province23,country,tN9ge,bungalow,false,false,false,true,11.98,$,1
jnIIF,city73,province31,India,bZwqS,bungalow,false,false,false,true,94.62,$,2
tQgNK,city4,province64,Egypt,NcFGK,Deluxe,true,false,true,false,25.82,$,2
2ygfc,city90,province19,UK,lI7WR,Villa,false,false,false,false,63.96,$,3
5JDGl,city73,province0,France,xftR9,Single Floor,true,true,false,true,95.99,$,3
lOuO3,city82,province37,Thailand,ZtrAx,bungalow,true,false,true,true,18.32,$,2
HDR6N,city19,province8,Russia,YGlAD,bungalow,true,false,true,false,75.22,$,1
Rj2qm,city19,province3,China,CCWQz,Deluxe,true,false,false,true,15.07,$,0
idFxM,city36,province27,South Africa,puigh,Villa,false,false,false,false,36.72,$,0
aPYDd,city37,province4,country,E8FNv,Single Floor,false,false,true,true,58.98,$,3
7TYdm,city31,province73,India,0VEjK,bungalow,true,false,false,true,13.7,$,0
8x9vJ,city74,province85,Egypt,ElsIY,bungalow,true,true,false,false,91.49,$,1
hXJam,city89,province45,UK,dyk6s,Deluxe,false,false,true,true,99.16,$,3
mfIOa,city84,province97,France,QKeXJ,Villa,false,true,false,true,48.03,$,1
xll4I,city2,province28,Thailand,P8r4t,Single Floor,true,true,false,false,10.65,$,2
fBDov,city87,province58,Russia,sycys,bungalow,true,false,false,false,88.58,$,3
zWpTA,city89,province70,China,B7FTb,bungalow,false,true,true,true,19.21,$,3
KV7oK,city12,province30,South Africa,SrkrO,Deluxe,false,false,false,true,39.06,$,1
Q99YU,city87,province93,country,H0Z7W,Villa,false,false,false,true,52.54,$,2
nfCzQ,city73,province63,India,JmgUV,Single Floor,true,false,false,true,72.76,$,0
7qPX5,city19,province93,Egypt,ptnjg,bungalow,true,true,true,false,40.67,$,0
dOau0,city38,province19,UK,qC0Cw,bungalow,false,false,true,true,29.95,$,2
AIqeF,city83,province15,France,NWHgQ,Deluxe,true,false,true,false,67.68,$,0
MY2ic,city93,province54,Thailand,D2dJc,Villa,true,true,true,false,78.42,$,1
yfRGN,city24,province54,Russia,olaVs,Single Floor,false,false,false,false,7.2,$,2
QGCia,city86,province38,China,qD1xv,bungalow,true,true,true,false,0.2,$,3
FTf6h,city91,province36,South Africa,27njH,bungalow,true,false,false,true,40.99,$,1
xQWgh,city4,province25,country,JjqC2,Deluxe,true,false,false,true,93.26,$,3
f0x2m,city66,province95,India,N2nTt,Villa,false,true,true,false,44.4,$,3
YoW1O,city6,province46,Egypt,LSghu,Single Floor,false,false,false,true,95.29,$,0
nQsGa,city14,province80,UK,6ibV9,bungalow,true,false,false,false,95.08,$,2
rLJ37,city65,province7,France,z1JMZ,bungalow,false,true,true,true,92.88,$,2
iU9RR,city89,province52,Thailand,1yLtZ,Deluxe,false,false,true,true,94.76,$,1
DKcDu,city28,province63,Russia,GRiph,Villa,true,false,true,false,36.45,$,0
M0xLJ,city8,province5,China,2Wyx6,Single Floor,false,false,false,false,52.89,$,3
KKZ5y,city26,province17,South Africa,DYkyw,bungalow,true,true,false,false,54.03,$,1
oQRLX,city7,province28,country,Drzpg,bungalow,false,false,true,true,26.77,$,0
MPL8b,city64,province53,India,hLR5k,Deluxe,true,true,false,true,65.49,$,3
XPOkD,city40,province1,Egypt,a0qkx,Villa,true,true,false,true,70.96,$,2
uDp9S,city75,province89,UK,r77cI,Single Floor,false,true,true,false,11.88,$,3
3kS9s,city17,province74,France,FwLrE,bungalow,false,true,false,true,76.56,$,0
93BUp,city54,province25,Thailand,frbyT,bungalow,false,false,false,true,48.67,$,0
ioXbX,city61,province49,Russia,j5QmM,Deluxe,false,true,false,true,60.2,$,2
Fe4oT,city81,province87,China,X7dMN,Villa,false,true,false,false,70.31,$,0
4Ltjn,city24,province44,South Africa,XGAiq,Single Floor,false,true,false,true,95.08,$,1
uSxj1,city72,province27,country,jR0FK,bungalow,true,false,true,true,24.68,$,0
iq8AX,city6,province11,India,kzQDU,bungalow,false,false,false,false,28.38,$,2
cCPbs,city90,province68,Egypt,A80sL,Deluxe,false,false,false,true,48.02,$,3
Lv9S6,city20,province84,UK,PugeZ,Villa,true,false,false,true,42.56,$,0
cyn8R,city48,province31,France,BdjfQ,Single Floor,false,false,true,false,52.64,$,3
nc16L,city91,province63,Thailand,alTWS,bungalow,false,true,true,false,57.81,$,3
